metric_number,metric_group_crosswalk,legacy_metric_number_crosswalk,crosswalk_status,metric,definition,purpose,assumptions_made_to_connect_metric_to_purpose,third_party_validation,unit_canonical,actual_value_canonical,value_conversion,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,source_number_format,guideline_url
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,22,I22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,23,I23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,9,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,24,I24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,25,I25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,26,I26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000017,3. Distribution Outages,3.f.,exact_metric_name_and_unit,Energized wire down events in HFTD with RFW,Energized wire down events in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,27,I27,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000018,3. Distribution Outages,3.g.,exact_metric_name_and_unit,Number of non-CALFIRE rated fuse operations in HFTD with Elevated or higher FPI,Number of non-CALFIRE rated fuse operations in HFTD with Elevated or higher FPI,,,No,Outages,3,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,28,I28,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000019,3. Distribution Outages,3.h.,exact_metric_name_and_unit,Number of non-CALFIRE rated fuse operations in HFTD with RFW,Number of non-CALFIRE rated fuse operations in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,29,I29,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000020,3. Distribution Outages,3.i.,exact_metric_name_and_unit,Overhead fault rate in HFTD during High FPI,Overhead fault rate in HFTD during High FPI,,,No,Overhead faults per high FPI day,0.33,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,30,I30,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000021,4. Personnel Safety Leading Indicators,4.a.,exact_metric_name_and_unit,Near Miss Reporting,Near Miss Reporting,,,No,Near miss events reported,114,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,31,I31,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000022,4. Personnel Safety Leading Indicators,4.b.,exact_metric_name_and_unit,Safety Observations,Safety Observations,,,No,Observations performed,3274,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,32,I32,3,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000023,5. Other PSPS,5.a.,exact_metric_name_and_unit,Percent of customers being de-energized on PSPS circuits,Percent of customers being de-energized on PSPS circuits,,,No,percent,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,33,I33,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000024,5. Other PSPS,5.b.,exact_metric_name_and_unit,Number of circuits de-engergized,Number of circuits de-engergized,,,No,circuits,0,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,34,I34,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000025,6. Situational Awareness,6.a.,exact_metric_name_and_unit,Communication success rate of weather stations,Communication success rate of weather stations,,,Yes,percent,98.61,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,35,I35,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000026,6. Situational Awareness,6.b.,exact_metric_name_and_unit,Post processing success rate - WRF simulations,Post processing success rate - WRF simulations,,,Yes,percent,99.8,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,36,I36,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000027,6. Situational Awareness,6.c.,exact_metric_name_and_unit,Post processing success rate - ML gust model,Post processing success rate - ML gust model,,,No,percent,100,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,37,I37,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000028,6. Situational Awareness,6.d.,exact_metric_name_and_unit,Post processing success rate - SAWTI,Post processing success rate - SAWTI,,,No,percent,96.2,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,38,I38,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000029,6. Situational Awareness,6.e.,exact_metric_name_and_unit,Post processing success rate - FPI,Post processing success rate - FPI,,,No,percent,99.5,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,39,I39,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000030,6. Situational Awareness,6.f.,exact_metric_name_and_unit,Post processing success rate - OPI,Post processing success rate - OPI,,,No,percent,100,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,40,I40,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000031,7. Emergency Preparedness,7.a,exact_metric_name_and_unit,Percentage of community partners participating in local wildfire mitigation planning (in territory),Percentage of community partners participating in local wildfire mitigation planning (in territory),,,No,percent,100,,,,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,41,I41,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000032,7. Emergency Preparedness,7.b,exact_metric_name_and_unit,Percentage of Wildfire/PSPS events followed by an After-Action Review or feedback process,Percentage of Wildfire/PSPS events followed by an After-Action Review or feedback process,,,No,percent,,,No activities in 2024 Q2,N/A,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,42,I42,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000033,8. Community Outreach and Engagement,8.a,exact_metric_name_and_unit,Percentage of individuals with AFN who were aware of what support and resources were available to them during a PSPS event.,Percentage of individuals with AFN who were aware of what support and resources were available to them during a PSPS event.,,,No,percent,,,No activities in 2024 Q2,N/A,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,43,I43,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000034,8. Community Outreach and Engagement,8.b,exact_metric_name_and_unit,Percentage of individuals with AFN who were able to use necessary medical equipment to maintain necessary life functions for the duration of any PSPS event that affected them,Percentage of individuals with AFN who were able to use necessary medical equipment to maintain necessary life functions for the duration of any PSPS event that affected them,,,No,percent,,,No activities in 2024 Q2,N/A,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,44,I44,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000035,8. Community Outreach and Engagement,8.c,exact_metric_name_and_unit,Percentage of individuals who utilized mitigation services and reported they were satisfied with the level of support,Percentage of individuals who utilized mitigation services and reported they were satisfied with the level of support,,,No,percent,,,No activities in 2024 Q2,N/A,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,45,I45,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000036,8. Community Outreach and Engagement,8.d,exact_metric_name_and_unit,Percentage of customers notified prior to a PSPS event impacting them,Percentage of customers notified prior to a PSPS event impacting them,,,No,percent,,,No activities in 2024 Q2,N/A,SDG&E,2024,2,v3.2,1,2,SDGE_2024_Q2_Tables1-15_R1.xlsx,Table 3,46,I46,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000000,1. Elevated FPI and Red Flag Warning Days,1.a.,exact_metric_name_and_unit,Number of High FPI days (elevated or extreme FPI),Number of High FPI days (elevated or extreme FPI),,,No,Days,89,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,10,I10,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000001,1. Elevated FPI and Red Flag Warning Days,1.b.,exact_metric_name_and_unit,Number of RFW days,Number of RFW days,,,No,Days,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,11,I11,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000002,2. Ignition Events,2.a.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with elevated or higher FPI,Vegetation caused ignitons in HFTD with elevated or higher FPI,,,No,Ignitions,1,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,12,I12,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000003,2. Ignition Events,2.b.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with RFW,Vegetation caused ignitons in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,13,I13,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000004,2. Ignition Events,2.c.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with elevated or higher FPI,Equipment caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,3,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,14,I14,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000005,2. Ignition Events,2.d.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with RFW,Equipment caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,15,I15,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000006,2. Ignition Events,2.e.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with elevated or higher FPI,Balloons caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,16,I16,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000007,2. Ignition Events,2.f.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with RFW,Balloons caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,17,I17,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000008,2. Ignition Events,2.g.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with elevated or higher FPI,Vehicles caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,2,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,18,I18,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000009,2. Ignition Events,2.h.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with RFW,Vehicles caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,19,I19,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000010,2. Ignition Events,2.i.,exact_metric_name_and_unit,Equipment caused ignition rate in HFTD during high FPI,Equipment caused ignition rate in HFTD during high FPI,,,No,Ignitions per high FPI day,0.03,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,20,I20,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000011,2. Ignition Events,2.j.,exact_metric_name_and_unit,CPUC reportable secondary igntions,CPUC reportable secondary igntions,,,No,Ignitions,2,,CPUC reportable secondary ignitions is not an available driver in Table 6,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,21,I21,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,2,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,22,I22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,23,I23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,81,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,24,I24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,25,I25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,7,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,26,I26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000017,3. Distribution Outages,3.f.,exact_metric_name_and_unit,Energized wire down events in HFTD with RFW,Energized wire down events in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,27,I27,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000018,3. Distribution Outages,3.g.,exact_metric_name_and_unit,Number of non-CALFIRE rated fuse operations in HFTD with Elevated or higher FPI,Number of non-CALFIRE rated fuse operations in HFTD with Elevated or higher FPI,,,No,Outages,4,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,28,I28,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000019,3. Distribution Outages,3.h.,exact_metric_name_and_unit,Number of non-CALFIRE rated fuse operations in HFTD with RFW,Number of non-CALFIRE rated fuse operations in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,29,I29,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000020,3. Distribution Outages,3.i.,exact_metric_name_and_unit,Overhead fault rate in HFTD during High FPI,Overhead fault rate in HFTD during High FPI,,,No,Overhead faults per high FPI day,0.85,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,30,I30,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000021,4. Personnel Safety Leading Indicators,4.a.,exact_metric_name_and_unit,Near Miss Reporting,Near Miss Reporting,,,No,Near miss events reported,359,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,31,I31,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
1030000022,4. Personnel Safety Leading Indicators,4.b.,exact_metric_name_and_unit,Safety Observations,Safety Observations,,,No,Observations performed,14281,,,,SDG&E,2024,3,v3.2,1,3,SDGE_2024_Q3_Tables1-15_Rev1.xlsx,Table 3,32,I32,3,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
